,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
321,Sannhamp,1998,Whole Year ,West Bengal,1800.0,9280,2152.5,177840.0,522.0,4.971428571
322,Sesamum,1998,Whole Year ,West Bengal,100425.0,50000,2152.5,9921990.0,29123.25,0.741111111
323,Small millets,1998,Kharif     ,West Bengal,3742.0,1877,2152.5,369709.6,1085.18,0.575714286
324,Small millets,1998,Rabi       ,West Bengal,1235.0,1387,2152.5,122018.0,358.15,1.035
325,Soyabean,1998,Kharif     ,West Bengal,800.0,461,2152.5,79040.0,232.0,0.481666667
327,Sunflower,1998,Kharif     ,West Bengal,149.0,111,2152.5,14721.2,43.21,0.71
328,Turmeric,1998,Whole Year ,West Bengal,12763.0,21487,2152.5,1260984.4,3701.27,1.569444444
329,Urad,1998,Kharif     ,West Bengal,58878.0,25071,2152.5,5817146.4,17074.62,0.402222222
330,Urad,1998,Rabi       ,West Bengal,15112.0,9700,2152.5,1493065.6,4382.48,0.649090909
332,Arecanut,1999,Whole Year ,Assam,73464.0,50000,2201.8,7796734.32,19835.28,0.746086957
333,Arhar/Tur,1999,Kharif     ,Assam,7266.0,5102,2201.8,771140.58,1961.82,0.707826087
335,Castor seed,1999,Kharif     ,Assam,1726.0,704,2201.8,183180.38,466.02,0.423333333
337,Cotton(lint),1999,Kharif     ,Assam,1637.0,746,2201.8,173734.81,441.99,0.41173913
338,Dry chillies,1999,Whole Year ,Assam,14418.0,9516,2201.8,1530182.34,3892.86,0.636956522
339,Gram,1999,Rabi       ,Assam,2336.0,1196,2201.8,247919.68,630.72,0.470454545
341,Linseed,1999,Rabi       ,Assam,10248.0,5323,2201.8,1087620.24,2766.96,0.502727273
342,Maize,1999,Kharif     ,Assam,19708.0,14056,2201.8,2091610.04,5321.16,0.613913043
343,Mesta,1999,Kharif     ,Assam,5177.0,25515,2201.8,549435.01,1397.79,4.622380952
344,Niger seed,1999,Kharif     ,Assam,8904.0,4582,2201.8,944981.52,2404.08,0.548947368
345,Onion,1999,Whole Year ,Assam,7365.0,17167,2201.8,781647.45,1988.55,2.322173913
346,Other  Rabi pulses,1999,Rabi       ,Assam,106576.0,50000,2201.8,11310910.88,28775.52,0.532173913
348,Rapeseed &Mustard,1999,Rabi       ,Assam,286241.0,50000,2201.8,30378757.33,77285.07,0.479565217
352,Sesamum,1999,Kharif     ,Assam,15143.0,7866,2201.8,1607126.59,4088.61,0.485217391
353,Small millets,1999,Kharif     ,Assam,10681.0,5467,2201.8,1133574.53,2883.87,0.502727273
355,Sweet potato,1999,Whole Year ,Assam,8955.0,30979,2201.8,950394.15,2417.85,3.409130435
356,Tapioca,1999,Whole Year ,Assam,2836.0,13444,2201.8,300984.68,765.72,4.436521739
357,Tobacco,1999,Whole Year ,Assam,1373.0,695,2201.8,145716.49,370.71,0.573913043
358,Turmeric,1999,Whole Year ,Assam,10980.0,7586,2201.8,1165307.4,2964.6,0.667391304
359,Wheat,1999,Rabi       ,Assam,76310.0,50000,2201.8,8098780.3,20603.7,1.256818182
360,Arecanut,1999,Whole Year ,Goa,1550.0,1880,3879.3,164501.5,418.5,1.21
361,Banana,1999,Whole Year ,Goa,1950.0,14500,3879.3,206953.5,526.5,7.44
362,Black pepper,1999,Whole Year ,Goa,275.0,120,3879.3,29185.75,74.25,0.44
363,Cashewnut,1999,Whole Year ,Goa,53292.0,17274,3879.3,5655879.96,14388.84,0.32
365,Groundnut,1999,Kharif     ,Goa,350.0,513,3879.3,37145.5,94.5,1.47
366,Groundnut,1999,Rabi       ,Goa,1004.0,1767,3879.3,106554.52,271.08,1.76
367,Other  Rabi pulses,1999,Rabi       ,Goa,9227.0,8430,3879.3,979261.51,2491.29,0.91
368,Other Kharif pulses,1999,Kharif     ,Goa,1000.0,578,3879.3,106130.0,270.0,0.58
369,Ragi,1999,Kharif     ,Goa,1000.0,1070,3879.3,106130.0,270.0,1.07
370,Rice,1999,Kharif     ,Goa,40500.0,50000,3879.3,4298265.0,10935.0,2.38
371,Rice,1999,Rabi       ,Goa,16213.0,43642,3879.3,1720685.69,4377.51,2.69
372,Sugarcane,1999,Whole Year ,Goa,1335.0,50000,3879.3,141683.55,360.45,51.27
373,Arecanut,1999,Whole Year ,Kerala,81941.0,50000,2914.6,8696398.33,22124.07,0.831428571
375,Black pepper,1999,Whole Year ,Kerala,198406.0,47543,2914.6,21056828.78,53569.62,0.193571429
376,Cardamom,1999,Whole Year ,Kerala,41491.0,6585,2914.6,4403439.83,11202.57,0.056666667
377,Cashewnut,1999,Whole Year ,Kerala,89403.0,50000,2914.6,9488340.39,24138.81,0.491428571
379,Cotton(lint),1999,Kharif     ,Kerala,4772.0,7702,2914.6,506452.36,1288.44,1.61
380,Dry chillies,1999,Whole Year ,Kerala,312.0,310,2914.6,33112.56,84.24,0.975
381,Garlic,1999,Whole Year ,Kerala,849.0,14433,2914.6,90104.37,229.23,17.0
382,Ginger,1999,Whole Year ,Kerala,11264.0,41344,2914.6,1195448.32,3041.28,3.159285714
383,Groundnut,1999,Kharif     ,Kerala,6921.0,5144,2914.6,734525.73,1868.67,0.37
384,Jowar,1999,Kharif     ,Kerala,2529.0,1287,2914.6,268402.77,682.83,0.255
385,Ragi,1999,Kharif     ,Kerala,870.0,704,2914.6,92333.1,234.9,0.815
386,Rice,1999,Autumn     ,Kerala,121525.0,50000,2914.6,12897448.25,32811.75,2.081538462
387,Rice,1999,Summer     ,Kerala,58021.0,50000,2914.6,6157768.73,15665.67,2.292857143
389,Sesamum,1999,Kharif     ,Kerala,2612.0,718,2914.6,277211.56,705.24,0.374545455
391,Sweet potato,1999,Whole Year ,Kerala,989.0,10698,2914.6,104962.57,267.03,11.79636364
393,Tobacco,1999,Whole Year ,Kerala,44.0,245,2914.6,4669.72,11.88,5.57
394,Turmeric,1999,Whole Year ,Kerala,3971.0,8362,2914.6,421442.23,1072.17,1.999285714
395,Arecanut,1999,Whole Year ,Meghalaya,9645.0,12510,6200.3,1023623.85,2604.15,1.245
396,Arhar/Tur,1999,Kharif     ,Meghalaya,871.0,647,6200.3,92439.23,235.17,0.78
397,Banana,1999,Whole Year ,Meghalaya,5319.0,50000,6200.3,564505.47,1436.13,11.16285714
398,Castor seed,1999,Kharif     ,Meghalaya,27.0,14,6200.3,2865.51,7.29,0.515
399,Cotton(lint),1999,Kharif     ,Meghalaya,7455.0,5549,6200.3,791199.15,2012.85,0.8
400,Dry chillies,1999,Whole Year ,Meghalaya,1790.0,1128,6200.3,189972.7,483.3,0.635714286
401,Ginger,1999,Kharif     ,Meghalaya,7606.0,44710,6200.3,807224.78,2053.62,5.765714286
402,Gram,1999,Rabi       ,Meghalaya,460.0,283,6200.3,48819.8,124.2,0.616666667
403,Jute,1999,Kharif     ,Meghalaya,4235.0,31781,6200.3,449460.55,1143.45,6.76
404,Maize,1999,Kharif     ,Meghalaya,16637.0,24051,6200.3,1765684.81,4491.99,1.448571429
405,Mesta,1999,Kharif     ,Meghalaya,4457.0,20071,6200.3,473021.41,1203.39,4.556666667
406,Potato,1999,Whole Year ,Meghalaya,18339.0,50000,6200.3,1946318.07,4951.53,6.858571429
407,Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042.0,4648,6200.3,747367.46,1901.34,0.654285714
408,Rice,1999,Kharif     ,Meghalaya,102482.0,50000,6200.3,10876414.66,27670.14,1.605714286
409,Rice,1999,Rabi       ,Meghalaya,3929.0,13846,6200.3,416984.77,1060.83,1.755714286
410,Sesamum,1999,Kharif     ,Meghalaya,1304.0,680,6200.3,138393.52,352.08,0.588571429
411,Soyabean,1999,Kharif     ,Meghalaya,1038.0,928,6200.3,110162.94,280.26,0.888571429
412,Sugarcane,1999,Whole Year ,Meghalaya,80.0,223,6200.3,8490.4,21.6,2.372
413,Sweet potato,1999,Whole Year ,Meghalaya,5220.0,17591,6200.3,553998.6,1409.4,3.415714286
414,Tapioca,1999,Whole Year ,Meghalaya,4022.0,21497,6200.3,426854.86,1085.94,6.39
415,Tobacco,1999,Whole Year ,Meghalaya,719.0,488,6200.3,76307.47,194.13,0.636
416,Turmeric,1999,Whole Year ,Meghalaya,1458.0,8196,6200.3,154737.54,393.66,5.284285714
417,Arecanut,1999,Whole Year ,Puducherry,65.0,130,1434.5875,6898.45,17.55,2.0
418,Bajra,1999,Kharif     ,Puducherry,170.0,470,1434.5875,18042.1,45.9,2.76
419,Banana,1999,Whole Year ,Puducherry,282.0,8890,1434.5875,29928.66,76.14,29.25
420,Black pepper,1999,Whole Year ,Puducherry,12.0,7,1434.5875,1273.56,3.24,0.58
421,Cashewnut,1999,Whole Year ,Puducherry,210.0,177,1434.5875,22287.3,56.7,2.69
423,Coriander,1999,Whole Year ,Puducherry,3.0,2,1434.5875,318.39,0.81,0.67
424,Cotton(lint),1999,Kharif     ,Puducherry,357.0,1835,1434.5875,37888.41,96.39,5.14
425,Dry chillies,1999,Whole Year ,Puducherry,11.0,35,1434.5875,1167.43,2.97,3.305
426,Ginger,1999,Kharif     ,Puducherry,133.0,94,1434.5875,14115.29,35.91,0.676666667
427,Groundnut,1999,Kharif     ,Puducherry,898.0,2511,1434.5875,95304.74,242.46,2.125
428,Jowar,1999,Kharif     ,Puducherry,3.0,3,1434.5875,318.39,0.81,1.0
429,Moong(Green Gram),1999,Rabi       ,Puducherry,2453.0,1321,1434.5875,260336.89,662.31,0.553333333
430,Onion,1999,Whole Year ,Puducherry,14.0,183,1434.5875,1485.82,3.78,13.07
431,Other  Rabi pulses,1999,Rabi       ,Puducherry,63.0,123,1434.5875,6686.19,17.01,1.333333333
432,Ragi,1999,Kharif     ,Puducherry,124.0,452,1434.5875,13160.12,33.48,3.325
433,Rapeseed &Mustard,1999,Rabi       ,Puducherry,64.0,483,1434.5875,6792.32,17.28,6.023333333
434,Rice,1999,Kharif     ,Puducherry,25444.0,50000,1434.5875,2700371.72,6869.88,2.61
435,Sugarcane,1999,Whole Year ,Puducherry,2798.0,50000,1434.5875,296951.74,755.46,83.0
436,Tapioca,1999,Whole Year ,Puducherry,365.0,10571,1434.5875,38737.45,98.55,18.29
437,Urad,1999,Rabi       ,Puducherry,3159.0,2467,1434.5875,335264.67,852.93,0.763333333
438,Arecanut,1999,Whole Year ,West Bengal,7677.0,13124,2318.1,814760.01,2072.79,1.864117647
439,Arhar/Tur,1999,Kharif     ,West Bengal,3077.0,2320,2318.1,326562.01,830.79,0.83
440,Bajra,1999,Kharif     ,West Bengal,146.0,96,2318.1,15494.98,39.42,0.606666667
441,Barley,1999,Rabi       ,West Bengal,5077.0,4686,2318.1,538822.01,1370.79,0.776666667
442,Cardamom,1999,Whole Year ,West Bengal,2875.0,690,2318.1,305123.75,776.25,0.24
443,Castor seed,1999,Kharif     ,West Bengal,35.0,24,2318.1,3714.55,9.45,0.69
445,Cotton(lint),1999,Kharif     ,West Bengal,750.0,2040,2318.1,79597.5,202.5,2.72
446,Dry chillies,1999,Autumn     ,West Bengal,16849.0,13874,2318.1,1788184.37,4549.23,0.717222222
447,Dry chillies,1999,Rabi       ,West Bengal,46293.0,38430,2318.1,4913076.09,12499.11,1.043333333
448,Ginger,1999,Kharif     ,West Bengal,9165.0,18890,2318.1,972681.45,2474.55,1.662777778
449,Gram,1999,Rabi       ,West Bengal,26618.0,21961,2318.1,2824968.34,7186.86,0.826923077
450,Groundnut,1999,Kharif     ,West Bengal,4804.0,3311,2318.1,509848.52,1297.08,1.16625
451,Groundnut,1999,Rabi       ,West Bengal,6098.0,9269,2318.1,647180.74,1646.46,1.525
452,Groundnut,1999,Summer     ,West Bengal,23233.0,33214,2318.1,2465718.29,6272.91,1.315
453,Horse-gram,1999,Rabi       ,West Bengal,4326.0,2087,2318.1,459118.38,1168.02,0.452
454,Jowar,1999,Kharif     ,West Bengal,1156.0,540,2318.1,122686.28,312.12,0.68
456,Khesari,1999,Rabi       ,West Bengal,23091.0,21964,2318.1,2450647.83,6234.57,0.999375
457,Linseed,1999,Rabi       ,West Bengal,9855.0,4004,2318.1,1045911.15,2660.85,0.360769231
458,Maize,1999,Kharif     ,West Bengal,35129.0,50000,2318.1,3728240.77,9484.83,1.941538462
459,Masoor,1999,Rabi       ,West Bengal,58760.0,34165,2318.1,6236198.8,15865.2,0.636470588
460,Mesta,1999,Kharif     ,West Bengal,8864.0,50000,2318.1,940736.32,2393.28,9.842142857
461,Moong(Green Gram),1999,Kharif     ,West Bengal,578.0,293,2318.1,61343.14,156.06,0.5325
462,Moong(Green Gram),1999,Rabi       ,West Bengal,2375.0,1465,2318.1,252058.75,641.25,0.615
463,Moong(Green Gram),1999,Summer     ,West Bengal,7947.0,3942,2318.1,843415.11,2145.69,0.850625
464,Niger seed,1999,Kharif     ,West Bengal,6733.0,3528,2318.1,714573.29,1817.91,0.3875
465,Other Kharif pulses,1999,Kharif     ,West Bengal,783.0,419,2318.1,83099.79,211.41,0.591666667
466,Peas & beans (Pulses),1999,Rabi       ,West Bengal,7041.0,6027,2318.1,747261.33,1901.07,0.931333333
467,Potato,1999,Summer     ,West Bengal,2478.0,33214,2318.1,262990.14,669.06,13.4
469,Ragi,1999,Kharif     ,West Bengal,12489.0,15051,2318.1,1325457.57,3372.03,0.898
470,Rapeseed &Mustard,1999,Rabi       ,West Bengal,345961.0,50000,2318.1,36716840.93,93409.47,0.766111111
474,Safflower,1999,Rabi       ,West Bengal,60.0,19,2318.1,6367.8,16.2,0.542
475,Sannhamp,1999,Autumn     ,West Bengal,1448.0,7810,2318.1,153676.24,390.96,5.421666667
476,Sannhamp,1999,Rabi       ,West Bengal,107.0,298,2318.1,11355.91,28.89,3.6
477,Sesamum,1999,Autumn     ,West Bengal,891.0,406,2318.1,94561.83,240.57,0.377777778
478,Sesamum,1999,Summer     ,West Bengal,102044.0,50000,2318.1,10829929.72,27551.88,0.638235294
479,Sesamum,1999,Winter     ,West Bengal,2510.0,1285,2318.1,266386.3,677.7,0.5425
480,Small millets,1999,Kharif     ,West Bengal,3702.0,1924,2318.1,392893.26,999.54,0.617142857
481,Small millets,1999,Rabi       ,West Bengal,1505.0,1541,2318.1,159725.65,406.35,0.918
482,Soyabean,1999,Kharif     ,West Bengal,730.0,441,2318.1,77474.9,197.1,0.448333333
484,Sunflower,1999,Kharif     ,West Bengal,150.0,90,2318.1,15919.5,40.5,0.683333333
485,Tobacco,1999,Whole Year ,West Bengal,11442.0,6694,2318.1,1214339.46,3089.34,0.592
486,Turmeric,1999,Whole Year ,West Bengal,13283.0,20023,2318.1,1409724.79,3586.41,1.425555556
487,Urad,1999,Kharif     ,West Bengal,60254.0,35523,2318.1,6394757.02,16268.58,0.566666667
488,Urad,1999,Rabi       ,West Bengal,18527.0,10987,2318.1,1966270.51,5002.29,0.636923077
490,Arecanut,2000,Whole Year ,Andhra Pradesh,262.0,724,935.6,25720.54,68.12,2.78
491,Arhar/Tur,2000,Kharif     ,Andhra Pradesh,507366.0,50000,935.6,49808120.22,131915.16,0.433181818
492,Arhar/Tur,2000,Rabi       ,Andhra Pradesh,6098.0,2701,935.6,598640.66,1585.48,0.42375
493,Bajra,2000,Kharif     ,Andhra Pradesh,129475.0,50000,935.6,12710560.75,33663.5,1.001666667
494,Bajra,2000,Rabi       ,Andhra Pradesh,14229.0,12524,935.6,1396860.93,3699.54,0.883125
496,Cashewnut,2000,Whole Year ,Andhra Pradesh,145315.0,31074,935.6,14265573.55,37781.9,0.190625
497,Castor seed,2000,Kharif     ,Andhra Pradesh,398561.0,50000,935.6,39126733.37,103625.86,0.339047619
499,Coriander,2000,Whole Year ,Andhra Pradesh,58441.0,19993,935.6,5737152.97,15194.66,0.395
502,Dry chillies,2000,Rabi       ,Andhra Pradesh,54262.0,50000,935.6,5326900.54,14108.12,2.023181818
503,Ginger,2000,Whole Year ,Andhra Pradesh,2329.0,6515,935.6,228637.93,605.54,3.14875
504,Gram,2000,Kharif     ,Andhra Pradesh,100.0,173,935.6,9817.0,26.0,1.1575
505,Gram,2000,Rabi       ,Andhra Pradesh,200763.0,50000,935.6,19708903.71,52198.38,1.4145
508,Horse-gram,2000,Kharif     ,Andhra Pradesh,13824.0,6838,935.6,1357102.08,3594.24,0.5
509,Horse-gram,2000,Rabi       ,Andhra Pradesh,64789.0,13492,935.6,6360336.13,16845.14,0.209545455
511,Jowar,2000,Rabi       ,Andhra Pradesh,344493.0,50000,935.6,33818877.81,89568.18,0.840909091
512,Linseed,2000,Rabi       ,Andhra Pradesh,5486.0,1093,935.6,538560.62,1426.36,0.2075
516,Moong(Green Gram),2000,Kharif     ,Andhra Pradesh,392017.0,50000,935.6,38484308.89,101924.42,0.404090909
517,Moong(Green Gram),2000,Rabi       ,Andhra Pradesh,128365.0,43016,935.6,12601592.05,33374.9,0.371578947
518,Niger seed,2000,Kharif     ,Andhra Pradesh,18452.0,6001,935.6,1811432.84,4797.52,0.36
519,Onion,2000,Kharif     ,Andhra Pradesh,17058.0,50000,935.6,1674583.86,4435.08,12.77315789
521,Other  Rabi pulses,2000,Rabi       ,Andhra Pradesh,14200.0,5471,935.6,1394014.0,3692.0,0.324705882
522,Other Kharif pulses,2000,Kharif     ,Andhra Pradesh,19850.0,5000,935.6,1948674.5,5161.0,0.275263158
523,Potato,2000,Whole Year ,Andhra Pradesh,2489.0,14618,935.6,244345.13,647.14,6.14375
524,Ragi,2000,Kharif     ,Andhra Pradesh,83492.0,50000,935.6,8196409.64,21707.92,1.172
525,Ragi,2000,Rabi       ,Andhra Pradesh,15760.0,27299,935.6,1547159.2,4097.6,1.639285714
526,Rapeseed &Mustard,2000,Rabi       ,Andhra Pradesh,4482.0,1048,935.6,439997.94,1165.32,0.151538462
529,Safflower,2000,Rabi       ,Andhra Pradesh,16198.0,6574,935.6,1590157.66,4211.48,0.34
530,Sesamum,2000,Kharif     ,Andhra Pradesh,143737.0,29348,935.6,14110661.29,37371.62,0.192272727
531,Sesamum,2000,Rabi       ,Andhra Pradesh,39066.0,7893,935.6,3835109.22,10157.16,0.204444444
532,Small millets,2000,Kharif     ,Andhra Pradesh,64766.0,38398,935.6,6358078.22,16839.16,0.668125
533,Small millets,2000,Rabi       ,Andhra Pradesh,1961.0,1449,935.6,192511.37,509.86,0.681666667
535,Sunflower,2000,Kharif     ,Andhra Pradesh,197261.0,50000,935.6,19365112.37,51287.86,1.038421053
536,Sweet potato,2000,Whole Year ,Andhra Pradesh,1938.0,25467,935.6,190253.46,503.88,13.93277778
537,Tapioca,2000,Whole Year ,Andhra Pradesh,21506.0,50000,935.6,2111244.02,5591.56,7.528
539,Urad,2000,Kharif     ,Andhra Pradesh,99423.0,28296,935.6,9760355.91,25849.98,0.1615
541,Wheat,2000,Rabi       ,Andhra Pradesh,14261.0,8121,935.6,1400002.37,3707.86,0.581818182
542,Arecanut,2000,Whole Year ,Assam,73237.0,50000,1965.5,7189676.29,19041.62,0.957391304
543,Arhar/Tur,2000,Kharif     ,Assam,7280.0,5159,1965.5,714677.6,1892.8,0.714347826
545,Castor seed,2000,Kharif     ,Assam,1662.0,681,1965.5,163158.54,432.12,0.417619048
547,Cotton(lint),2000,Kharif     ,Assam,1673.0,760,1965.5,164238.41,434.98,0.426521739
548,Dry chillies,2000,Whole Year ,Assam,14688.0,9681,1965.5,1441920.96,3818.88,0.637826087
549,Gram,2000,Rabi       ,Assam,2661.0,1329,1965.5,261230.37,691.86,0.462380952
551,Linseed,2000,Rabi       ,Assam,10206.0,5278,1965.5,1001923.02,2653.56,0.505238095
552,Maize,2000,Kharif     ,Assam,20241.0,14616,1965.5,1987058.97,5262.66,0.605652174
553,Mesta,2000,Kharif     ,Assam,5049.0,24557,1965.5,495660.33,1312.74,4.657368421
554,Niger seed,2000,Kharif     ,Assam,9044.0,4653,1965.5,887849.48,2351.44,0.627368421
555,Onion,2000,Whole Year ,Assam,7359.0,17156,1965.5,722433.03,1913.34,2.331304348
556,Other  Rabi pulses,2000,Rabi       ,Assam,101474.0,50000,1965.5,9961702.58,26383.24,0.52173913
558,Rapeseed &Mustard,2000,Rabi       ,Assam,274459.0,50000,1965.5,26943640.03,71359.34,0.499565217
562,Sesamum,2000,Kharif     ,Assam,14960.0,8076,1965.5,1468623.2,3889.6,0.489565217
563,Small millets,2000,Kharif     ,Assam,10591.0,5410,1965.5,1039718.47,2753.66,0.495454545
565,Sweet potato,2000,Whole Year ,Assam,8757.0,30351,1965.5,859674.69,2276.82,3.435217391
566,Tapioca,2000,Whole Year ,Assam,2859.0,13546,1965.5,280668.03,743.34,4.423478261
567,Tobacco,2000,Whole Year ,Assam,1278.0,624,1965.5,125461.26,332.28,0.584782609
568,Turmeric,2000,Whole Year ,Assam,11626.0,8032,1965.5,1141324.42,3022.76,0.668695652
569,Wheat,2000,Rabi       ,Assam,70301.0,50000,1965.5,6901449.17,18278.26,1.175909091
570,Arecanut,2000,Whole Year ,Goa,1600.0,2500,3886.9,157072.0,416.0,1.56
571,Banana,2000,Whole Year ,Goa,2000.0,14745,3886.9,196340.0,520.0,7.37
572,Black pepper,2000,Whole Year ,Goa,480.0,100,3886.9,47121.6,124.8,0.21
573,Cashewnut,2000,Whole Year ,Goa,53767.0,21335,3886.9,5278306.39,13979.42,0.4
575,Groundnut,2000,Kharif     ,Goa,360.0,567,3886.9,35341.2,93.6,1.58
576,Groundnut,2000,Rabi       ,Goa,1421.0,2584,3886.9,139499.57,369.46,1.82
577,Other  Rabi pulses,2000,Rabi       ,Goa,10121.0,9338,3886.9,993578.57,2631.46,0.92
578,Other Kharif pulses,2000,Kharif     ,Goa,650.0,314,3886.9,63810.5,169.0,0.48
579,Ragi,2000,Kharif     ,Goa,500.0,499,3886.9,49085.0,130.0,1.0
580,Rice,2000,Kharif     ,Goa,41000.0,50000,3886.9,4024970.0,10660.0,2.36
581,Rice,2000,Rabi       ,Goa,16207.0,45555,3886.9,1591041.19,4213.82,2.81
582,Sugarcane,2000,Whole Year ,Goa,1250.0,50000,3886.9,122712.5,325.0,58.2
583,Arecanut,2000,Whole Year ,Karnataka,119093.0,50000,1213.3,11691359.81,30964.18,1.2925
584,Arhar/Tur,2000,Kharif     ,Karnataka,582763.0,50000,1213.3,57209843.71,151518.38,0.492083333
586,Bajra,2000,Rabi       ,Karnataka,160.0,129,1213.3,15707.2,41.6,0.81
587,Bajra,2000,Summer     ,Karnataka,913.0,998,1213.3,89629.21,237.38,1.11
589,Black pepper,2000,Whole Year ,Karnataka,7249.0,17586,1213.3,711634.33,1884.74,2.263636364
590,Cardamom,2000,Whole Year ,Karnataka,19881.0,1132,1213.3,1951717.77,5169.06,0.06
591,Castor seed,2000,Kharif     ,Karnataka,30366.0,38871,1213.3,2981030.22,7895.16,1.31
593,Coriander,2000,Whole Year ,Karnataka,9829.0,1467,1213.3,964912.93,2555.54,0.119047619
595,Dry chillies,2000,Whole Year ,Karnataka,172918.0,50000,1213.3,16975360.06,44958.68,1.049259259
596,Garlic,2000,Whole Year ,Karnataka,5949.0,4156,1213.3,584013.33,1546.74,1.491333333
597,Ginger,2000,Kharif     ,Karnataka,10758.0,50000,1213.3,1056112.86,2797.08,12.76823529
598,Gram,2000,Rabi       ,Karnataka,369473.0,50000,1213.3,36271164.41,96062.98,0.622380952
600,Groundnut,2000,Rabi       ,Karnataka,179804.0,50000,1213.3,17651358.68,46749.04,1.173846154
601,Horse-gram,2000,Kharif     ,Karnataka,161959.0,50000,1213.3,15899515.03,42109.34,0.63625
602,Horse-gram,2000,Rabi       ,Karnataka,133213.0,50000,1213.3,13077520.21,34635.38,0.454583333
605,Jowar,2000,Summer     ,Karnataka,5878.0,11916,1213.3,577043.26,1528.28,2.018571429
606,Linseed,2000,Rabi       ,Karnataka,17365.0,6404,1213.3,1704722.05,4514.9,0.360714286
608,Maize,2000,Rabi       ,Karnataka,57797.0,50000,1213.3,5673931.49,15027.22,2.397368421
609,Maize,2000,Summer     ,Karnataka,11165.0,31091,1213.3,1096068.05,2902.9,2.774761905
610,Mesta,2000,Kharif     ,Karnataka,4288.0,6666,1213.3,420952.96,1114.88,1.807142857
611,Moong(Green Gram),2000,Kharif     ,Karnataka,435355.0,50000,1213.3,42738800.35,113192.3,0.419130435
612,Moong(Green Gram),2000,Rabi       ,Karnataka,15474.0,4147,1213.3,1519082.58,4023.24,0.26875
613,Niger seed,2000,Kharif     ,Karnataka,43842.0,8382,1213.3,4303969.14,11398.92,0.213043478
615,Other  Rabi pulses,2000,Rabi       ,Karnataka,33468.0,3985,1213.3,3285553.56,8701.68,0.117407407
616,Other Kharif pulses,2000,Kharif     ,Karnataka,169312.0,50000,1213.3,16621359.04,44021.12,0.2812
619,Ragi,2000,Rabi       ,Karnataka,28464.0,25009,1213.3,2794310.88,7400.64,1.385384615
620,Ragi,2000,Summer     ,Karnataka,10781.0,21376,1213.3,1058370.77,2803.06,1.982857143
621,Rapeseed &Mustard,2000,Rabi       ,Karnataka,7637.0,2012,1213.3,749724.29,1985.62,0.208888889
623,Rice,2000,Rabi       ,Karnataka,52005.0,50000,1213.3,5105330.85,13521.3,2.064615385
625,Safflower,2000,Rabi       ,Karnataka,93546.0,50000,1213.3,9183410.82,24321.96,0.764
626,Sannhamp,2000,Whole Year ,Karnataka,1424.0,354,1213.3,139794.08,370.24,0.285
627,Sesamum,2000,Kharif     ,Karnataka,97589.0,40039,1213.3,9580312.13,25373.14,0.4372
628,Small millets,2000,Kharif     ,Karnataka,71447.0,47452,1213.3,7013951.99,18576.22,0.686363636
629,Soyabean,2000,Kharif     ,Karnataka,62553.0,50000,1213.3,6140828.01,16263.78,1.01
631,Sunflower,2000,Kharif     ,Karnataka,188140.0,50000,1213.3,18469703.8,48916.4,0.5375
632,Sunflower,2000,Rabi       ,Karnataka,261152.0,50000,1213.3,25637291.84,67899.52,0.510434783
633,Sunflower,2000,Summer     ,Karnataka,28499.0,20405,1213.3,2797746.83,7409.74,0.7235
634,Sweet potato,2000,Whole Year ,Karnataka,3501.0,25771,1213.3,343693.17,910.26,6.222142857
635,Tapioca,2000,Whole Year ,Karnataka,1030.0,8018,1213.3,101115.1,267.8,9.558571429
636,Tobacco,2000,Whole Year ,Karnataka,70504.0,50000,1213.3,6921377.68,18331.04,0.722857143
637,Turmeric,2000,Whole Year ,Karnataka,9251.0,41040,1213.3,908170.67,2405.26,4.298095238
638,Urad,2000,Kharif     ,Karnataka,133729.0,50000,1213.3,13128175.93,34769.54,0.3965
639,Urad,2000,Rabi       ,Karnataka,11924.0,4171,1213.3,1170579.08,3100.24,0.363125
